Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Insol,Ratio H/L MSZ08-2_Insol,Ratio H/L MSZ08-3_Insol,Log2 Ratio H/L MSZ08-1_Insol,Log2 Ratio H/L MSZ08-2_Insol,Log2 Ratio H/L MSZ08-3_Insol,rank,percent rank,Average Log2 Ratio H/L Insol,Insol Average after TCL Median correction
YNL048W,YNL048W,">YNL048W ALG11 SGDID:S000004993, Chr XIV from 538173-539819, Genome Release 64-1-1, Verified ORF, Alpha-1,2-mannosyltransferase, catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate durin",1.3935,3.4497,2.8516,0.478713002,1.786470905,1.511771626,1874,0.732603597,1.258985178,1.778720057
YGL156W,YGL156W,">YGL156W AMS1 SGDID:S000003124, Chr VII from 210416-213667, Genome Release 64-1-1, Verified ORF, Vacuolar alpha mannosidase, involved in free oligosaccharide (fOS) degradation; delivered to the vacuole in a novel pathway separate from the secretory pathwa",2.0303,2.1768,3.1013,1.021692918,1.122208862,1.63287309,1875,0.732994527,1.258924956,1.778659836
YGL221C,YGL221C,">YGL221C NIF3 SGDID:S000003189, Chr VII from 82292-81426, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function, similar to Listeria monocytogenes major sigma factor (rpoD gene product); the authentic, non-tagged protein is ",2.0323,3.2714,2.0237,1.023113383,1.709908171,1.016995436,1876,0.733385457,1.250005663,1.769740543
YDR138W,YDR138W,">YDR138W HPR1 SGDID:S000002545, Chr IV from 730578-732836, Genome Release 64-1-1, Verified ORF, Subunit of THO/TREX complexes that couple transcription elongation with mitotic recombination and with mRNA metabolism and export, subunit of an RNA Pol II com",2.0387,2.2731,2.9031,1.027649495,1.184661154,1.537594268,1877,0.733776388,1.249968305,1.769703185
YDL112W,YDL112W,">YDL112W TRM3 SGDID:S000002270, Chr IV from 258915-263225, Genome Release 64-1-1, Verified ORF, 2-O-ribose methyltransferase, catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs",2.3029,2.7795,2.0941,1.203451766,1.474825382,1.066330337,1878,0.734167318,1.248202495,1.767937374
YLR209C,YLR209C,">YLR209C PNP1 SGDID:S000004199, Chr XII from 561732-560797, Genome Release 64-1-1, reverse complement, Verified ORF, Purine nucleoside phosphorylase, specifically metabolizes inosine and guanosine nucleosides; involved in the nicotinamide riboside salvage",1.6689,2.5508,3.1451,0.738897511,1.350949786,1.653105889,1879,0.734558249,1.247651062,1.767385942
YGL022W,YGL022W,">YGL022W STT3 SGDID:S000002990, Chr VII from 452404-454560, Genome Release 64-1-1, Verified ORF, Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subco",2.3379,2.3969,2.3767,1.225213222,1.26116972,1.24895981,1880,0.734949179,1.245114251,1.76484913
YOR375C,YOR375C,">YOR375C GDH1 SGDID:S000005902, Chr XV from 1043042-1041678, Genome Release 64-1-1, reverse complement, Verified ORF, NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utiliz",1.9611,2.7969,2.4269,0.971663103,1.483828673,1.279114664,1881,0.735340109,1.244868813,1.764603692
YHR062C,YHR062C,">YHR062C RPP1 SGDID:S000001104, Chr VIII from 223758-222877, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate matu",1.9382,2.403,2.8495,0.954717448,1.264836648,1.510708793,1882,0.73573104,1.243420963,1.763155842
YER099C,YER099C,">YER099C PRS2 SGDID:S000000901, Chr V from 359061-358105, Genome Release 64-1-1, reverse complement, Verified ORF, 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthe",4.507,1.9869,1.4737,2.17216745,0.990519264,0.559442866,1883,0.73612197,1.24070986,1.760444739
YMR047C,YMR047C,">YMR047C NUP116 SGDID:S000004650, Chr XIII from 366705-363364, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the Nup82 subcomplex of the nuclear pore complex; localized to both sides of the pore; contains a repetitive GLFG motif that",0.87301,7.655,1.9653,-0.195929915,2.936402378,0.974749554,1884,0.736512901,1.238407339,1.758142218
YMR217W,YMR217W,">YMR217W GUA1 SGDID:S000004830, Chr XIII from 701790-703367, Genome Release 64-1-1, Verified ORF, GMP synthase; highly conserved enzyme that catalyzes the second step in the biosynthesis of GMP from inosine 5-phosphate (IMP); transcription is not subject",2.2025,2.6008,2.2827,1.139142019,1.378955461,1.190741268,1885,0.736903831,1.236279583,1.756014462
YCL011C,YCL011C,">YCL011C GBP2 SGDID:S000000517, Chr III from 103358-102075, Genome Release 64-1-1, reverse complement, Verified ORF, Poly(A+) RNA-binding protein, involved in the export of mRNAs from the nucleus to the cytoplasm; similar to Hrb1p and Npl3p; also binds si",2.4843,2.2128,2.3786,1.312839402,1.145873062,1.25011268,1886,0.737294762,1.236275048,1.756009927
YNL102W,YNL102W,">YNL102W POL1 SGDID:S000005046, Chr XIV from 430087-434493, Genome Release 64-1-1, Verified ORF, Catalytic subunit of the DNA polymerase I alpha-primase complex, required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DN",2.9635,0.80351,5.4343,1.567302058,-0.315612116,2.442094212,1887,0.737685692,1.231261384,1.750996264
YKR014C,YKR014C,">YKR014C YPT52 SGDID:S000001722, Chr XI from 466071-465367, Genome Release 64-1-1, reverse complement, Verified ORF, Rab family GTPase, similar to Ypt51p and Ypt53p and to mammalian rab5; required for vacuolar protein sorting and endocytosis",2.1269,2.71,2.2393,1.088752204,1.438292852,1.16304782,1888,0.738076622,1.230030958,1.749765838
YNL134C,YNL134C,">YNL134C YNL134C SGDID:S000005078, Chr XIV from 373581-372451, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function with similarity to dehydrogenases from other model organisms; green fluorescent protein (GF",2.7388,2.3765,1.9822,1.453543918,1.248838402,0.987102535,1889,0.738467553,1.229828285,1.749563164
YIR035C,YIR035C,">YIR035C YIR035C SGDID:S000001474, Chr IX from 421790-421026, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative cytoplasmic protein of unknown function",1.9123,2.5476,2.6437,0.93530887,1.349138777,1.402558473,1890,0.738858483,1.22900204,1.748736919
YMR305C,YMR305C,">YMR305C SCW10 SGDID:S000004921, Chr XIII from 880232-879063, Genome Release 64-1-1, reverse complement, Verified ORF, Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on mutant phenotype and its regulati",2.5538,2.1832,2.3039,1.352645545,1.1264443,1.204078098,1891,0.739249414,1.227722648,1.747457527
YGL120C,YGL120C,">YGL120C PRP43 SGDID:S000003088, Chr VII from 283937-281634, Genome Release 64-1-1, reverse complement, Verified ORF, RNA helicase in the DEAH-box family, functions in both RNA polymerase I and polymerase II transcript metabolism, involved in release of t",2.347,2.4408,2.2383,1.230817842,1.287354085,1.162403414,1892,0.739640344,1.226858447,1.746593326
YDL001W,YDL001W,">YDL001W RMD1 SGDID:S000002159, Chr IV from 447984-449276, Genome Release 64-1-1, Verified ORF, Cytoplasmic protein required for sporulation",2.1498,2.9602,2.013,1.104202449,1.565694652,1.009347172,1893,0.740031274,1.226414758,1.746149637
YDL153C,YDL153C,">YDL153C SAS10 SGDID:S000002312, Chr IV from 183018-181186, Genome Release 64-1-1, reverse complement, Verified ORF, Essential subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosom",1.9904,1.9488,3.2966,0.993058391,0.962586038,1.720978845,1894,0.740422205,1.225541091,1.745275971
YLR397C,YLR397C,">YLR397C AFG2 SGDID:S000004389, Chr XII from 914892-912550, Genome Release 64-1-1, reverse complement, Verified ORF, ATPase of the CDC48/PAS1/SEC18 (AAA) family, forms a hexameric complex; is essential for pre-60S maturation and release of several preribo",2.0536,2.4533,2.5347,1.038155201,1.294723664,1.341815004,1895,0.740813135,1.224897956,1.744632835
YLL036C,YLL036C,">YLL036C PRP19 SGDID:S000003959, Chr XII from 68256-66745, Genome Release 64-1-1, reverse complement, Verified ORF, Splicing factor associated with the spliceosome; contains a U-box, a motif found in a class of ubiquitin ligases, and a WD40 domain",1.8253,1.8967,3.6865,0.8681336,0.923491507,1.882251757,1896,0.741204066,1.224625621,1.7443605
YKR027W,YKR027W,">YKR027W BCH2 SGDID:S000001735, Chr XI from 491364-493661, Genome Release 64-1-1, Verified ORF, Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export o",1.1889,4.2965,2.495,0.249627373,2.103161895,1.319039816,1897,0.741594996,1.223943028,1.743677907
YMR080C,YMR080C,">YMR080C NAM7 SGDID:S000004685, Chr XIII from 429627-426712, Genome Release 64-1-1, reverse complement, Verified ORF, ATP-dependent RNA helicase of the SFI superfamily involved in nonsense mediated mRNA decay; required for efficient translation terminatio",1.5568,2.1651,3.7804,0.638583615,1.114433661,1.918538893,1898,0.741985927,1.223852056,1.743586935
YML074C,YML074C,">YML074C FPR3 SGDID:S000004539, Chr XIII from 121324-120089, Genome Release 64-1-1, reverse complement, Verified ORF, Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2",2.3643,1.4725,3.6332,1.241413107,0.558267634,1.861240785,1899,0.742376857,1.220307175,1.740042055
YFR050C,YFR050C,">YFR050C PRE4 SGDID:S000001946, Chr VI from 249866-249066, Genome Release 64-1-1, reverse complement, Verified ORF, Beta 7 subunit of the 20S proteasome",2.3345,2.4409,2.209,1.223113589,1.287413191,1.143393419,1900,0.742767787,1.2179734,1.737708279
YMR205C,YMR205C,">YMR205C PFK2 SGDID:S000004818, Chr XIII from 674766-671887, Genome Release 64-1-1, reverse complement, Verified ORF, Beta subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6",2.2897,2.6609,2.0656,1.195158587,1.411914293,1.046560906,1901,0.743158718,1.217877928,1.737612808
YAR015W,YAR015W,">YAR015W ADE1 SGDID:S000000070, Chr I from 169375-170295, Genome Release 64-1-1, Verified ORF, N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for de novo purine nucleotide biosynthesis; red pigment accumulates in mutant",2.5232,2.4985,1.9792,1.335254565,1.321062218,0.984917405,1902,0.743549648,1.21374473,1.733479609
YNL257C,YNL257C,">YNL257C SIP3 SGDID:S000005201, Chr XIV from 164320-160631, Genome Release 64-1-1, reverse complement, Verified ORF, Protein that activates transcription through interaction with DNA-bound Snf1p, C-terminal region has a putative leucine zipper motif; pote",2.0535,2.4963,2.4199,1.038084947,1.319791325,1.274947431,1903,0.743940579,1.210941234,1.730676114
YDR372C,YDR372C,">YDR372C VPS74 SGDID:S000002780, Chr IV from 1222149-1221112, Genome Release 64-1-1, reverse complement, Verified ORF, Protein required for Golgi localization of glycosyltransferases; binds the cytosolic domains of Golgi glycosyltransferases; binding to P",2.7192,2.8124,1.62,1.443182267,1.4918018,0.695993813,1904,0.744331509,1.21032596,1.730060839
YDL130W,YDL130W,">YDL130W RPP1B SGDID:S000002288, Chr IV from 229906-230019,230321-230527, Genome Release 64-1-1, Verified ORF, Ribosomal protein P1 beta, component of the ribosomal stalk, which is involved in interaction of translational elongation factors with ribosome;",2.3009,2.171,2.4663,1.202198284,1.118359726,1.302348299,1905,0.744722439,1.207635436,1.727370316
YNL047C,YNL047C,">YNL047C SLM2 SGDID:S000004992, Chr XIV from 541881-539911, Genome Release 64-1-1, reverse complement, Verified ORF, Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm1p; acts downstream of Mss4p in a pathway regulating actin cytoskeleto",1.5081,2.4898,3.2687,0.592732095,1.316029859,1.708716973,1906,0.74511337,1.205826309,1.725561188
YGR009C,YGR009C,">YGR009C SEC9 SGDID:S000003241, Chr VII from 511002-509047, Genome Release 64-1-1, reverse complement, Verified ORF, t-SNARE protein important for fusion of secretory vesicles with the plasma membrane; similar to but not functionally redundant with Spo20p",2.1383,2.4102,2.3788,1.096464275,1.269152867,1.250233981,1907,0.7455043,1.205283708,1.725018587
YPR175W,YPR175W,">YPR175W DPB2 SGDID:S000006379, Chr XVI from 888974-891043, Genome Release 64-1-1, Verified ORF, Second largest subunit of DNA polymerase II (DNA polymerase epsilon), required for normal yeast chromosomal replication; expression peaks at the G1/S phase bo",1.6993,2.7211,2.6508,0.764940573,1.444189976,1.406427825,1908,0.745895231,1.205186125,1.724921004
YDL086W,YDL086W,">YDL086W YDL086W SGDID:S000002244, Chr IV from 301413-302234, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL08",2.0648,2.5774,2.2988,1.046002047,1.365916454,1.200880954,1909,0.746286161,1.204266485,1.724001364
YNR054C,YNR054C,">YNR054C ESF2 SGDID:S000005337, Chr XIV from 724306-723356, Genome Release 64-1-1, reverse complement, Verified ORF, Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly",1.6072,1.9123,3.9802,0.684549469,0.93530887,1.992840926,1910,0.746677091,1.204233088,1.723967968
YNL186W,YNL186W,">YNL186W UBP10 SGDID:S000005130, Chr XIV from 289498-291876, Genome Release 64-1-1, Verified ORF, Ubiquitin-specific protease that deubiquitinates ubiquitin-protein moieties; may regulate silencing by acting on Sir4p; involved in posttranscriptionally reg",2.101,1.8403,3.1637,1.071076162,0.879940969,1.661612802,1911,0.747068022,1.204209978,1.723944857
YGL038C,YGL038C,">YGL038C OCH1 SGDID:S000003006, Chr VII from 426804-425362, Genome Release 64-1-1, reverse complement, Verified ORF, Mannosyltransferase of the cis-Golgi apparatus, initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoprot",2.0908,2.1049,2.7749,1.064055064,1.073751695,1.472435782,1912,0.747458952,1.20341418,1.72314906
YNL113W,YNL113W,">YNL113W RPC19 SGDID:S000005057, Chr XIV from 412771-413199, Genome Release 64-1-1, Verified ORF, RNA polymerase subunit AC19, common to RNA polymerases I and III",1.5845,2.3692,3.2517,0.66402766,1.244399991,1.701194161,1913,0.747849883,1.203207271,1.72294215
YMR129W,YMR129W,">YMR129W POM152 SGDID:S000004736, Chr XIII from 527804-531817, Genome Release 64-1-1, Verified ORF, Nuclear pore membrane glycoprotein; may be involved in duplication of nuclear pores and nuclear pore complexes during S-phase;",1.795,2.616,2.5989,0.843983844,1.387362541,1.377901123,1914,0.748240813,1.203082503,1.722817382
YJR111C,YJR111C,">YJR111C YJR111C SGDID:S000003872, Chr X from 636706-635855, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondria",2.1638,2.4617,2.2824,1.113567157,1.299654956,1.190551652,1915,0.748631744,1.201257922,1.720992801
YML086C,YML086C,">YML086C ALO1 SGDID:S000004551, Chr XIII from 97371-95791, Genome Release 64-1-1, reverse complement, Verified ORF, D-Arabinono-1,4-lactone oxidase, catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone, which is protective against o",2.1816,2.8182,1.9668,1.125386605,1.494773999,0.97585026,1916,0.749022674,1.198670288,1.718405168
YKL157W,YKL157W,">YKL157W APE2 SGDID:S000001640, Chr XI from 154991-155271,155655-158232, Genome Release 64-1-1, Verified ORF, Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; sequence coordinates have changed since RT-PCR analysis sho",2.1553,2.7615,2.0188,1.107888695,1.465452127,1.013497992,1917,0.749413604,1.195612938,1.715347817
YNL225C,YNL225C,">YNL225C CNM67 SGDID:S000005169, Chr XIV from 224469-222724, Genome Release 64-1-1, reverse complement, Verified ORF, Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration",1.6011,1.8931,3.9616,0.679063417,0.920750621,1.98608322,1918,0.749804535,1.195299086,1.715033965
YOR207C,YOR207C,">YOR207C RET1 SGDID:S000005733, Chr XV from 733457-730008, Genome Release 64-1-1, reverse complement, Verified ORF, Second-largest subunit of RNA polymerase III, which is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular ",2.1066,2.4142,2.3294,1.074916402,1.271545198,1.219958398,1919,0.750195465,1.188806666,1.708541545
YNL247W,YNL247W,">YNL247W YNL247W SGDID:S000005191, Chr XIV from 182875-185178, Genome Release 64-1-1, Verified ORF, Cysteinyl-tRNA synthetase; may interact with ribosomes, based on co-purification experiments",2.5806,2.2568,1.9976,1.367706537,1.174278571,0.998267726,1920,0.750586396,1.180084278,1.699819157
