Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Sol,Ratio H/L MSZ08-2_Sol,Ratio H/L MSZ08-3_Sol,Log2 Ratio H/L MSZ08-1_Sol,Log2 Ratio H/L MSZ08-2_Sol,Log2 Ratio H/L MSZ08-3_Sol,rank,%rank,Average Log2 Ratio H/L Sol,Average after TCL Median correction
YBL099W,YBL099W,">YBL099W ATP1 SGDID:S000000195, Chr II from 37053-38690, Genome Release 64-1-1, Verified ORF, Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphor",0.56624,0.62645,0.6484,-0.820514428,-0.674728729,-0.625044004,2160,0.794994479,-0.706762387,-0.187027508
YAR015W,YAR015W,">YAR015W ADE1 SGDID:S000000070, Chr I from 169375-170295, Genome Release 64-1-1, Verified ORF, N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for de novo purine nucleotide biosynthesis; red pigment accumulates in mutant",0.58426,0.6007,0.65739,-0.775317573,-0.735283431,-0.605178584,2161,0.795362532,-0.705259863,-0.185524983
YJR139C,YJR139C,">YJR139C HOM6 SGDID:S000003900, Chr X from 690524-689445, Genome Release 64-1-1, reverse complement, Verified ORF, Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase), dimeric enzyme that catalyzes the third step in the common pathway for methioni",0.58406,0.6091,0.64877,-0.775811511,-0.71524899,-0.624220986,2162,0.795730585,-0.705093829,-0.18535895
YHR215W;YAR071W,YHR215W,">YHR215W PHO12 SGDID:S000001258, Chr VIII from 552099-553502, Genome Release 64-1-1, Verified ORF, One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface by the secretory pathway; nearly identical to Pho11p; upr",0.64796,0.62921,0.56673,-0.62602334,-0.668386495,-0.819266521,2163,0.796098638,-0.704558785,-0.184823906
YOL140W,YOL140W,">YOL140W ARG8 SGDID:S000005500, Chr XV from 58759-60030, Genome Release 64-1-1, Verified ORF, Acetylornithine aminotransferase, catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine",0.61905,0.62327,0.5996,-0.691872156,-0.682070822,-0.737927712,2164,0.796466691,-0.703956896,-0.184222017
YGR192C,YGR192C,">YGR192C TDH3 SGDID:S000003424, Chr VII from 883810-882812, Genome Release 64-1-1, reverse complement, Verified ORF, Glyceraldehyde-3-phosphate dehydrogenase, isozyme 3, involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of g",0.62329,0.60496,0.61374,-0.682024528,-0.72508834,-0.704300482,2165,0.796834744,-0.70380445,-0.184069571
YDR258C,YDR258C,">YDR258C HSP78 SGDID:S000002666, Chr IV from 974243-971808, Genome Release 64-1-1, reverse complement, Verified ORF, Oligomeric mitochondrial matrix chaperone that cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent th",0.60462,0.56938,0.67375,-0.725899393,-0.812536277,-0.569714727,2166,0.797202797,-0.702716799,-0.18298192
YDR531W,YDR531W,">YDR531W CAB1 SGDID:S000002939, Chr IV from 1498232-1499335, Genome Release 64-1-1, Verified ORF, Pantothenate kinase (ATP:D-pantothenate 4-phosphotransferase, EC 2.7.1.33); catalyzes the first committed step in the universal biosynthetic pathway for syn",0.63277,0.65411,0.56041,-0.660246892,-0.612394824,-0.835445395,2167,0.79757085,-0.702695704,-0.182960825
YKR046C,YKR046C,">YKR046C PET10 SGDID:S000001754, Chr XI from 525074-524223, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function that co-purifies with lipid particles; expression pattern suggests a role in respiratory growth; computational",0.61682,0.54195,0.69437,-0.69707855,-0.883768339,-0.526223477,2168,0.797938903,-0.702356789,-0.18262191
YER069W,YER069W,">YER069W ARG5,6 SGDID:S000000871, Chr V from 295410-298001, Genome Release 64-1-1, Verified ORF, Protein that is processed in the mitochondrion to yield acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase, which catalyze the 2nd and 3rd",0.65957,0.62749,0.56096,-0.600402314,-0.672335627,-0.834030194,2169,0.798306956,-0.702256045,-0.182521166
YLR028C,YLR028C,">YLR028C ADE16 SGDID:S000004018, Chr XII from 201315-199540, Genome Release 64-1-1, reverse complement, Verified ORF, Enzyme of de novo purine biosynthesis containing both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophos",0.62911,0.59194,0.6247,-0.6686158,-0.756477146,-0.678764565,2170,0.798675009,-0.701285837,-0.181550958
YPL004C,YPL004C,">YPL004C LSP1 SGDID:S000005925, Chr XVI from 551657-550632, Genome Release 64-1-1, reverse complement, Verified ORF, Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis, along with Pil1p",0.58854,0.67815,0.58378,-0.764787624,-0.560323677,-0.776503309,2171,0.799043062,-0.700538203,-0.180803324
YJR051W,YJR051W,">YJR051W OSM1 SGDID:S000003812, Chr X from 529861-531366, Genome Release 64-1-1, Verified ORF, Fumarate reductase, catalyzes the reduction of fumarate to succinate, required for the reoxidation of intracellular NADH under anaerobic conditions; mutations c",0.60326,0.57112,0.67799,-0.729148169,-0.808134188,-0.5606641,2172,0.799411115,-0.699315486,-0.179580607
YDL185W,YDL185W,">YDL185W VMA1 SGDID:S000002344, Chr IV from 126787-130002, Genome Release 64-1-1, Verified ORF, Subunit A of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein",0.61858,0.59294,0.63799,-0.692967906,-0.75404197,-0.648394284,2173,0.799779168,-0.698468053,-0.178733174
YFR014C,YFR014C,">YFR014C CMK1 SGDID:S000001910, Chr VI from 173877-172537, Genome Release 64-1-1, reverse complement, Verified ORF, Calmodulin-dependent protein kinase; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstr",0.52445,0.57609,0.77501,-0.931122859,-0.79563388,-0.367713169,2174,0.800147221,-0.698156636,-0.178421757
YNL256W,YNL256W,">YNL256W FOL1 SGDID:S000005200, Chr XIV from 164623-167097, Genome Release 64-1-1, Verified ORF, Multifunctional enzyme of the folic acid biosynthesis pathway, has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneo",0.59915,0.6265,0.62383,-0.739010861,-0.674613585,-0.680775161,2175,0.800515274,-0.698133203,-0.178398323
YOL121C;YNL302C,YOL121C,">YOL121C RPS19A SGDID:S000005481, Chr XV from 92440-92026,92850-92831, Genome Release 64-1-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit, required for assembly and maturation of pre-40 S particles; mutations i",0.61004,0.61811,0.62146,-0.713024252,-0.694064489,-0.686266559,2176,0.800883327,-0.6977851,-0.178050221
YHR199C,YHR199C,">YHR199C AIM46 SGDID:S000001242, Chr VIII from 498422-497490, Genome Release 64-1-1, reverse complement, Verified ORF, Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput s",0.67126,0.58795,0.59439,-0.575056419,-0.766234623,-0.750518251,2177,0.80125138,-0.697269764,-0.177534885
YMR205C,YMR205C,">YMR205C PFK2 SGDID:S000004818, Chr XIII from 674766-671887, Genome Release 64-1-1, reverse complement, Verified ORF, Beta subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6",0.61909,0.62707,0.60558,-0.691778939,-0.673301594,-0.723610535,2178,0.801619433,-0.696230356,-0.176495477
YLR258W,YLR258W,">YLR258W GSY2 SGDID:S000004248, Chr XII from 660716-662833, Genome Release 64-1-1, Verified ORF, Glycogen synthase, similar to Gsy1p; expression induced by glucose limitation, nitrogen starvation, heat shock, and stationary phase; activity regulated by cA",0.5771,0.65952,0.61809,-0.793106764,-0.600511685,-0.694111171,2179,0.801987486,-0.695909873,-0.176174994
YMR086W,YMR086W,">YMR086W YMR086W SGDID:S000004692, Chr XIII from 439208-442090, Genome Release 64-1-1, Verified ORF, Component of the eisosome with unknown function; may interact with ribosomes, based on co-purification experiments; GFP-fusion protein localizes to the ce",0.59331,0.65634,0.60495,-0.753141996,-0.607484735,-0.725112188,2180,0.802355539,-0.695246307,-0.175511427
YKL212W,YKL212W,">YKL212W SAC1 SGDID:S000001695, Chr XI from 34543-36414, Genome Release 64-1-1, Verified ORF, Phosphatidylinositol phosphate (PtdInsP) phosphatase involved in hydrolysis of PtdIns[4]P; transmembrane protein localizes to ER and Golgi; involved in protein t",0.61553,0.58323,0.65634,-0.700098922,-0.777863164,-0.607484735,2181,0.802723592,-0.695148941,-0.175414061
YDR086C,YDR086C,">YDR086C SSS1 SGDID:S000002493, Chr IV from 617170-616928, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p) that forms a channel for passage of secretory proteins through the endopla",0.62568,0.59921,0.6291,-0.676503106,-0.738866394,-0.668638733,2182,0.803091645,-0.694669411,-0.174934532
YDL234C,YDL234C,">YDL234C GYP7 SGDID:S000002393, Chr IV from 36477-34237, Genome Release 64-1-1, reverse complement, Verified ORF, GTPase-activating protein for yeast Rab family members including: Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in v",0.63742,0.56194,0.65869,-0.649683808,-0.831511997,-0.602328447,2183,0.803459698,-0.694508084,-0.174773205
YDR025W;YBR048W,YDR025W,">YDR025W RPS11A SGDID:S000002432, Chr IV from 491515-491559,491899-492324, Genome Release 64-1-1, Verified ORF, Protein component of the small (40S) ribosomal subunit; identical to Rps11Bp and has similarity to E. coli S17 and rat S11 ribosomal proteins;",0.5623,0.62845,0.66767,-0.830588048,-0.670130128,-0.582792877,2184,0.803827751,-0.694503684,-0.174768805
YKR014C,YKR014C,">YKR014C YPT52 SGDID:S000001722, Chr XI from 466071-465367, Genome Release 64-1-1, reverse complement, Verified ORF, Rab family GTPase, similar to Ypt51p and Ypt53p and to mammalian rab5; required for vacuolar protein sorting and endocytosis",0.611,0.58803,0.65704,-0.710755715,-0.766038335,-0.605946892,2185,0.804195804,-0.69424698,-0.174512101
YDR452W,YDR452W,">YDR452W PPN1 SGDID:S000002860, Chr IV from 1362878-1364902, Genome Release 64-1-1, Verified ORF, Vacuolar endopolyphosphatase with a role in phosphate metabolism; functions as a homodimer",0.63876,0.59726,0.61898,-0.646654123,-0.743568991,-0.6920353,2186,0.804563857,-0.694086138,-0.174351259
YDR313C,YDR313C,">YDR313C PIB1 SGDID:S000002721, Chr IV from 1090079-1089219, Genome Release 64-1-1, reverse complement, Verified ORF, RING-type ubiquitin ligase of the endosomal and vacuolar membranes, binds phosphatidylinositol(3)-phosphate; contains a FYVE finger domai",0.9164,0.56222,0.45892,-0.125950636,-0.830793319,-1.123685413,2187,0.80493191,-0.693476456,-0.173741577
YER178W,YER178W,">YER178W PDA1 SGDID:S000000980, Chr V from 546817-548079, Genome Release 64-1-1, Verified ORF, E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex, catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulate",0.6206,0.63356,0.60423,-0.688264398,-0.658446842,-0.726830279,2188,0.805299963,-0.691180506,-0.171445627
YPR004C,YPR004C,">YPR004C AIM45 SGDID:S000006208, Chr XVI from 565041-564007, Genome Release 64-1-1, reverse complement, Verified ORF, Putative ortholog of mammalian electron transfer flavoprotein complex subunit ETF-alpha; interacts with frataxin, Yfh1p; null mutant disp",0.57323,0.73315,0.56547,-0.80281398,-0.447819696,-0.822477608,2189,0.805668016,-0.691037095,-0.171302215
YBR242W,YBR242W,">YBR242W YBR242W SGDID:S000000446, Chr II from 704670-705386, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YBR242W is not an essent",0.57557,0.78736,0.52502,-0.796936697,-0.344904673,-0.929555713,2190,0.806036069,-0.690465695,-0.170730815
YNR021W,YNR021W,">YNR021W YNR021W SGDID:S000005304, Chr XIV from 668377-669591, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YNR021W is not an essen",0.62215,0.61227,0.62469,-0.68466564,-0.707760099,-0.678787659,2191,0.806404122,-0.690404466,-0.170669587
YGR211W,YGR211W,">YGR211W ZPR1 SGDID:S000003443, Chr VII from 915241-916701, Genome Release 64-1-1, Verified ORF, Essential protein with two zinc fingers, present in the nucleus of growing cells but relocates to the cytoplasm in starved cells via a process mediated by Cpr",0.64204,0.61508,0.60285,-0.639264913,-0.701154029,-0.730129017,2192,0.806772175,-0.690182653,-0.170447774
YHR046C,YHR046C,">YHR046C INM1 SGDID:S000001088, Chr VIII from 198285-197398, Genome Release 64-1-1, reverse complement, Verified ORF, Inositol monophosphatase, involved in biosynthesis of inositol and in phosphoinositide second messenger signaling; INM1 expression increa",0.6341,0.56817,0.66174,-0.657217718,-0.815605437,-0.595663607,2193,0.807140228,-0.689495587,-0.169760708
YPL188W,YPL188W,">YPL188W POS5 SGDID:S000006109, Chr XVI from 191406-192650, Genome Release 64-1-1, Verified ORF, Mitochondrial NADH kinase, phosphorylates NADH; also phosphorylates NAD(+) with lower specificity; required for the response to oxidative stress",0.72969,0.52961,0.61703,-0.454644412,-0.916997732,-0.69658746,2194,0.807508281,-0.689409868,-0.169674989
YNR013C,YNR013C,">YNR013C PHO91 SGDID:S000005296, Chr XIV from 651712-649028, Genome Release 64-1-1, reverse complement, Verified ORF, Low-affinity phosphate transporter of the vacuolar membrane; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality",0.60457,0.58161,0.67867,-0.726018704,-0.78187602,-0.559217853,2195,0.807876334,-0.689037526,-0.169302646
YMR129W,YMR129W,">YMR129W POM152 SGDID:S000004736, Chr XIII from 527804-531817, Genome Release 64-1-1, Verified ORF, Nuclear pore membrane glycoprotein; may be involved in duplication of nuclear pores and nuclear pore complexes during S-phase;",0.63412,0.62788,0.59946,-0.657172215,-0.671439236,-0.738264604,2196,0.808244387,-0.688958685,-0.169223806
YNL320W,YNL320W,">YNL320W YNL320W SGDID:S000005264, Chr XIV from 37700-38554, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1.1053,0.44334,0.48778,0.144437998,-1.17351456,-1.035697489,2197,0.80861244,-0.688258017,-0.168523138
YCR073W-A,YCR073W-A,">YCR073W-A SOL2 SGDID:S000000718, Chr III from 246963-247910, Genome Release 64-1-1, Verified ORF, Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activit",0.61949,0.64187,0.60125,-0.690847101,-0.639646962,-0.733963106,2198,0.808980493,-0.688152389,-0.16841751
YFL039C,YFL039C,">YFL039C ACT1 SGDID:S000001855, Chr VI from 54377-53260,54696-54687, Genome Release 64-1-1, reverse complement, Verified ORF, Actin, structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions",0.59781,0.62368,0.6415,-0.742241065,-0.681122099,-0.64047883,2199,0.809348546,-0.687947331,-0.168212452
YGL196W,YGL196W,">YGL196W DSD1 SGDID:S000003164, Chr VII from 129883-131169, Genome Release 64-1-1, Verified ORF, D-serine dehydratase (aka D-serine ammonia-lyase); converts D-serine to pyruvate and ammonia by a reaction dependent on pyridoxal 5-phosphate and zinc; may p",0.54428,0.63036,0.69823,-0.877579071,-0.665752105,-0.51822575,2200,0.809716599,-0.687185642,-0.167450763
YGR031W,YGR031W,">YGR031W IMO32 SGDID:S000003263, Chr VII from 546441-547469, Genome Release 64-1-1, Verified ORF, Conserved mitochondrial protein of unknown function; processed by both mitochondrial processing peptidase and mitochondrial octapeptidyl aminopeptidase; gene",0.56656,0.60841,0.69578,-0.819699346,-0.716884229,-0.523296885,2201,0.810084652,-0.68662682,-0.166891941
YDR372C,YDR372C,">YDR372C VPS74 SGDID:S000002780, Chr IV from 1222149-1221112, Genome Release 64-1-1, reverse complement, Verified ORF, Protein required for Golgi localization of glycosyltransferases; binds the cytosolic domains of Golgi glycosyltransferases; binding to P",0.62825,0.55868,0.68338,-0.670589329,-0.83990592,-0.549240069,2202,0.810452705,-0.686578439,-0.16684356
YDR353W,YDR353W,">YDR353W TRR1 SGDID:S000002761, Chr IV from 1183299-1184258, Genome Release 64-1-1, Verified ORF, Cytoplasmic thioredoxin reductase, key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase syste",0.64466,0.60195,0.61817,-0.633389625,-0.732284438,-0.693924453,2203,0.810820758,-0.686532839,-0.16679796
YNL263C,YNL263C,">YNL263C YIF1 SGDID:S000005207, Chr XIV from 147840-146896, Genome Release 64-1-1, reverse complement, Verified ORF, Integral membrane protein required for the fusion of ER-derived COPII transport vesicles with the Golgi; interacts with Yip1p and Yos1p; l",0.57957,0.6394,0.64777,-0.786945176,-0.645209351,-0.62644644,2204,0.811188811,-0.686200322,-0.166465443
YGL153W,YGL153W,">YGL153W PEX14 SGDID:S000003121, Chr VII from 216273-217298, Genome Release 64-1-1, Verified ORF, Peroxisomal membrane peroxin that is a central component of the peroxisomal protein import machinery; interacts with both PTS1 (Pex5p) and PTS2 (Pex7p), pero",0.64777,0.56425,0.6573,-0.62644644,-0.825593581,-0.60537611,2205,0.811556864,-0.685805377,-0.166070498
YNR008W,YNR008W,">YNR008W LRO1 SGDID:S000005291, Chr XIV from 640396-642381, Genome Release 64-1-1, Verified ORF, Acyltransferase that catalyzes diacylglycerol esterification; one of several acyltransferases that contribute to triglyceride synthesis; putative homolog of h",0.59769,0.66543,0.60434,-0.74253069,-0.587641185,-0.726567661,2206,0.811924917,-0.685579845,-0.165844966
