"Protein.IDs","Majority.protein.IDs","First.Majority.protein.IDs","Fasta.headers","Ratio.H.L.MSZ20_1_P","Ratio.H.L.MSZ20_1_T","Ratio.H.L.MSZ20_2_P","Ratio.H.L.MSZ20_2_T","Ratio.H.L.MSZ20_3_P","Ratio.H.L.MSZ20_3_T","Ratio.H.L.MSZ20_4_P","Ratio.H.L.MSZ20_4_T","Ratio.MSZ20_P_T_1","Ratio.MSZ20_P_T_2","Ratio.MSZ20_P_T_3","Ratio.MSZ20_P_T_4","Log2.MSZ20_P_T_1","Log2.MSZ20_P_T_2","Log2.MSZ20_P_T_3","Log2.MSZ20_P_T_4","Log2.MSZ20_P_1","Log2.MSZ20_P_2","Log2.MSZ20_P_3","Log2.MSZ20_P_4","Log2.MSZ20_T_1","Log2.MSZ20_T_2","Log2.MSZ20_T_3","Log2.MSZ20_T_4","Log2.MSZ20_P_T_mean","Log2.MSZ20_T_mean","Log2.MSZ20_P_mean","MSZ20_P_T_count","MSZ20_P_T_p.val","MSZ20_P_T_rank","MSZ20_P_T_log10p.val"
"YGR180C","YGR180C","YGR180C","YGR180C RNR4 SGDID:S000003412, Chr VII from 856301-855264, Genome Release 64-2-1, reverse complement, Verified ORF, Ribonucleotide-diphosphate reductase (RNR) small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulat",0.15795,0.10358,0.19016,0.071652,0.17716,0.068148,0.19327,0.14345,1.5249082834524,2.6539384804332,2.5996360861654,1.34729871035204,0.608722473503387,1.40813492873275,1.37830967962666,0.430069746989647,-2.66246015780258,-2.39471428649438,-2.4968751925515,-2.37131037979114,-3.27118263130596,-3.80284921522712,-3.87518487217816,-2.80138012678078,0.95630920721311,-3.43764921137301,-2.4813400041599,4,0.033093306195128,0.740613026819923,1.48025984237255
"YNL096C","YNL096C","YNL096C","YNL096C RPS7B SGDID:S000005040, Chr XIV from 443826-443398,444315-444172, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit; interacts with Kti11p; deletion causes hypersensitivity to zymocin; ",0.08562,0.075631,0.097662,0.048964,0.14212,0.064645,0.12773,0.044644,1.13207547169811,1.99456743730087,2.19846855905329,2.86107875638384,0.178970141045319,0.996075902474857,1.13649890029118,1.51655921100628,-3.54590835423989,-3.35605886684198,-2.81481850110559,-2.96883068364365,-3.72487849528521,-4.35213476931683,-3.95131740139677,-4.48538989464993,0.957026038704409,-4.12843014016219,-3.17140410145778,4,0.0425407741545149,0.740996168582375,1.37119461109585
"YGR116W","YGR116W","YGR116W","YGR116W SPT6 SGDID:S000003348, Chr VII from 720409-724764, Genome Release 64-2-1, Verified ORF, Nucleosome remodeling protein; functions in various aspects of transcription, chromatin maintenance, and RNA processing; required for the maintenance of chroma",0.14495,0.096722,0.13701,0.053045,0.13455,0.059529,0.17267,0.10631,1.49862492504291,2.58290131020831,2.26024290681853,1.62421220957577,0.583639351604415,1.36899252073307,1.17647782645949,0.699740138497006,-2.78637276148805,-2.8676468993373,-2.89378570390903,-2.5339106467099,-3.37001211309247,-4.23663942007038,-4.07026353036852,-3.23365078520691,0.957212459323497,-3.72764146218457,-2.77042900286107,4,0.0146141073491999,0.741379310344828,1.8352277068311
"YOR317W","YOR317W","YOR317W","YOR317W FAA1 SGDID:S000005844, Chr XV from 909343-911445, Genome Release 64-2-1, Verified ORF, Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C12:0-C16:0 chain lengths; functions in long chain fatty acid import;",0.17557,0.099744,0.1834,0.097574,0.17183,0.082643,0.19997,0.096598,1.76020612768688,1.87959907352368,2.07918395992401,2.07012567547982,0.815744384532328,0.910424961730622,1.05601740914815,1.04971835510999,-2.50988174516648,-2.44693445595439,-2.54094615461134,-2.32214451537544,-3.32562612969881,-3.35735941768502,-3.59696356375949,-3.37186287048543,0.957976277630274,-3.41295299540719,-2.45497671777691,4,0.000485748280853115,0.74176245210728,3.31358872776848
"YLR109W","YLR109W","YLR109W","YLR109W AHP1 SGDID:S000004099, Chr XII from 368781-369311, Genome Release 64-2-1, Verified ORF, Thiol-specific peroxiredoxin; reduces hydroperoxides to protect against oxidative damage; function in vivo requires covalent conjugation to Urm1p",0.25177,0.085187,0.075949,0.064403,0.16479,0.11343,0.26942,0.095757,2.95549790460986,1.17927736285577,1.4527902671251,2.81358020823543,1.56340119774663,0.237903076210594,0.538826442531259,1.49240709166065,-1.98982170789762,-3.71882522049883,-2.60129939719716,-1.89207114375371,-3.55322290564426,-3.95672829670942,-3.14012583972842,-3.38447823541436,0.958134452037284,-3.50863881937412,-2.55050436733683,4,0.0645517128916878,0.742145593869732,1.19009222915994
"YLR106C","YLR106C","YLR106C","YLR106C MDN1 SGDID:S000004096, Chr XII from 363738-349006, Genome Release 64-2-1, reverse complement, Verified ORF, Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex (Rix1p-Ipi1p-Ipi3p); acts in removal o",0.15902,0.10322,0.15768,0.06893,0.15647,0.081236,0.19547,0.092779,1.54059290835109,2.28753808211229,1.92611650007386,2.10683452074284,0.623485689437037,1.19379576106541,0.945694966419058,1.07507700353392,-2.65271986971572,-2.66492841339333,-2.67604201919964,-2.35498088977084,-3.27620555915276,-3.85872417445874,-3.62173698561869,-3.43005789330476,0.959513355113857,-3.54668115313374,-2.58716779801988,4,0.00437755325442999,0.742528735632184,2.35876856187172
"YDR372C","YDR372C","YDR372C","YDR372C VPS74 SGDID:S000002780, Chr IV from 1222149-1221112, Genome Release 64-2-1, reverse complement, Verified ORF, Golgi phosphatidylinositol-4-kinase effector and PtdIns4P sensor; interacts with the cytosolic domains of cis and medial glycosyltransfer",0.18134,0.11471,0.26094,0.16398,0.28602,0.12604,0.2551,0.1008,1.58085607183332,1.59129162092938,2.26927959377975,2.53075396825397,0.6607060243032,0.670198248940861,1.18223437177329,1.33956726010256,-2.46323090484903,-1.93820998025159,-1.80581206364598,-1.97086519594698,-3.12393692915223,-2.60840822919245,-2.98804643541927,-3.31043245604953,0.963176476279977,-3.00770601245337,-2.04452953617339,4,0.0117832960554983,0.742911877394636,1.92873321052595
"YLL041C","YLL041C","YLL041C","YLL041C SDH2 SGDID:S000003964, Chr XII from 53931-53131, Genome Release 64-2-1, reverse complement, Verified ORF, Iron-sulfur protein subunit of succinate dehydrogenase; the complex couples the oxidation of succinate to the transfer of electrons to ubiqui",0.20823,0.13885,NA,0.2659,0.26403,0.11873,0.33972,0.15225,1.49967590925459,NA,2.22378505853617,2.23133004926108,0.584650757634794,NA,1.15301735012541,1.15790392694585,-2.26375016009581,NA,-1.92122623199957,-1.55758193980991,-2.8484009177306,-1.91104431769178,-3.07424358212498,-2.71548586675575,0.965190678235351,-2.63729367107578,-1.91418611063509,3,0.0367350540833169,0.743295019157088,1.4349193164275
"YFL039C","YFL039C","YFL039C","YFL039C ACT1 SGDID:S000001855, Chr VI from 54377-53260,54696-54687, Genome Release 64-2-1, reverse complement, Verified ORF, Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions",0.15489,0.097646,0.18062,0.085888,0.16728,0.08525,0.20078,0.090275,1.58624009176003,2.10297131147541,1.96222873900293,2.22409304901689,0.665611152489826,1.07242916910228,0.972493227790682,1.15321714712036,-2.6906840909543,-2.46897044402171,-2.57966312784723,-2.31631252748045,-3.35629524344412,-3.54139961312399,-3.55215635563791,-3.46952967460081,0.965937674125786,-3.47984522170171,-2.51390754757592,4,0.00284786984887663,0.74367816091954,2.54547986236885
"YDR346C","YDR346C","YDR346C","YDR346C SVF1 SGDID:S000002754, Chr IV from 1168659-1167214, Genome Release 64-2-1, reverse complement, Verified ORF, Protein with a potential role in cell survival pathways; required for the diauxic growth shift; expression in mammalian cells increases su",0.25275,0.12506,0.15376,0.11983,0.18294,0.060751,0.18875,0.10106,2.02102990564529,1.28315113076859,3.01130845582789,1.86770235503661,1.0150906697666,0.359691102438229,1.59039049447934,0.901264559369213,-1.98421700275907,-2.70124785366306,-2.45055753870591,-2.40545145044965,-2.99930767252568,-3.06093895610129,-4.04094803318524,-3.30671600981886,0.966609206513346,-3.35197766790777,-2.38536846139442,4,0.0313463958112289,0.744061302681992,1.50381238686768
"YOR209C","YOR209C","YOR209C","YOR209C NPT1 SGDID:S000005735, Chr XV from 737726-736437, Genome Release 64-2-1, reverse complement, Verified ORF, Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has",0.20159,0.099284,0.19769,0.08577,0.25949,0.30062,0.33017,0.091403,2.03043793561903,2.30488515798065,0.863182755638347,3.61224467468245,1.02179092908784,1.20469486946618,-0.21226205142791,1.85289561679326,-2.31050402007846,-2.33868819961837,-1.94624915256005,-1.59871905524632,-3.33229494916631,-3.54338306908456,-1.73398710113214,-3.45161467203958,0.966779840979844,-3.01531994785565,-2.0485401068758,4,0.110943385931127,0.744444444444444,0.954898583826166
"YOR020C","YOR020C","YOR020C","YOR020C HSP10 SGDID:S000005546, Chr XV from 370844-370524, Genome Release 64-2-1, reverse complement, Verified ORF, Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sor",0.16639,0.075762,0.18377,0.11436,0.19076,0.092908,0.19957,0.098968,2.19621974076714,1.60694298705841,2.05321393206182,2.01651038719586,1.13502240910403,0.684318744353892,1.03788395508656,1.01186083719301,-2.58735936443677,-2.44402682545182,-2.39016940704245,-2.32503322844126,-3.72238177354081,-3.12834556980571,-3.42805336212901,-3.33689406563427,0.967271486434374,-3.40391869277745,-2.43664720634308,4,0.00220948670771162,0.744827586206897,2.65570860681264
"YGL048C","YGL048C","YGL048C","YGL048C RPT6 SGDID:S000003016, Chr VII from 411286-410069, Genome Release 64-2-1, reverse complement, Verified ORF, ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ",0.31313,0.1123,0.31072,0.62052,0.30333,0.13601,0.33254,0.070672,2.78833481745325,0.500741313736866,2.23020366149548,4.70539959248359,1.47940380743197,-0.997862604785353,1.15717546261791,2.23431724486994,-1.67516635971688,-1.68631298901762,-1.72103990417595,-1.58840020741408,-3.15457016714885,-0.688450384232267,-2.87821536679386,-3.82271745228402,0.968258477533616,-2.63598834261475,-1.66772986508113,4,0.256843950951587,0.745210727969349,0.590330658085574
"YGL207W","YGL207W","YGL207W","YGL207W SPT16 SGDID:S000003175, Chr VII from 98969-102076, Genome Release 64-2-1, Verified ORF, Subunit of the heterodimeric FACT complex (Spt16p-Pob3p); FACT associates with chromatin via interaction with Nhp6Ap and Nhp6Bp, and reorganizes nucleosomes to",0.11209,0.048604,0.10964,0.068253,0.11463,0.056582,0.12675,0.0647,2.306188791046,1.60637627650067,2.02590929977731,1.95904173106646,1.20551062086355,0.683809868358265,1.01856958594034,0.970148129898195,-3.1572705196337,-3.18915386161104,-3.12494343135814,-2.97994234765875,-4.36278114049725,-3.8729637299693,-4.14351301729849,-3.95009047755694,0.969509551265089,-4.0823370913305,-3.11282754006541,4,0.00291025892986877,0.745593869731801,2.53606836949844
"YKL196C","YKL196C","YKL196C","YKL196C YKT6 SGDID:S000001679, Chr XI from 75534-74932, Genome Release 64-2-1, reverse complement, Verified ORF, Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to th",0.12918,0.063242,0.13259,0.062927,0.10047,0.034228,0.10579,0.090747,2.04262989785269,2.10704467080903,2.93531611546103,1.16576856535202,1.03042782722235,1.07522090061535,1.55351588106949,0.221281405382736,-2.95254536954842,-2.91495612407064,-3.31516331300894,-3.24072483446997,-3.98297319677078,-3.99017702468599,-4.86867919407843,-3.4620062398527,0.970111503572483,-4.07595891384697,-3.10584741027449,4,0.0391508503192694,0.745977011494253,1.40725880104011
"YBR214W","YBR214W","YBR214W","YBR214W SDS24 SGDID:S000000418, Chr II from 651415-652998, Genome Release 64-2-1, Verified ORF, Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein, which is implicated in",0.23778,0.13679,0.31513,0.13812,0.28831,0.16171,0.31543,0.15076,1.73828496235105,2.28156675354764,1.78288293859378,2.09226585301141,0.797664606934413,1.1900248644359,0.83421198089087,1.06506617876107,-2.07230072174767,-1.66598099114753,-1.7943072174711,-1.66460821601139,-2.86996532868209,-2.85600585558343,-2.62851919836197,-2.72967439477245,0.971741907755562,-2.77104119434998,-1.79929928659442,4,0.00191869058235016,0.746360153256705,2.7169950561205
"YKL091C","YKL091C","YKL091C","YKL091C YKL091C SGDID:S000001574, Chr XI from 270650-269718, Genome Release 64-2-1, reverse complement, Verified ORF, Putative phosphatidylinositol/phosphatidylcholine transfer protein; possibly involved in lipid metabolism; localizes to the nucleus; cont",0.46772,0.16919,NA,0.34973,0.50901,0.34381,0.42096,0.22791,2.76446598498729,NA,1.48049794944882,1.84704488613927,1.46700082034522,NA,0.566082492324273,0.885218926538904,-1.09628297426841,NA,-0.974234095150847,-1.24824494127092,-2.56328379461362,-1.51568653850044,-1.54031658747512,-2.13346386780983,0.972767413069464,-1.93818769709975,-1.10625400356339,3,0.066278806490698,0.746743295019157,1.17862532069885
"YIL047C","YIL047C","YIL047C","YIL047C SYG1 SGDID:S000001309, Chr IX from 267823-265115, Genome Release 64-2-1, reverse complement, Verified ORF, Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency",0.28735,0.16874,0.22316,0.10925,0.30289,0.0985,0.23307,0.16791,1.70291572833946,2.04265446224256,3.07502538071066,1.38806503484009,0.768007042582541,1.03044517677275,1.62059831824839,0.473075163912757,-1.79911904571404,-2.16384963838874,-1.72313414695732,-2.10116477740725,-2.56712608829658,-3.19429481516149,-3.34373246520571,-2.57423994132,0.973031425379111,-2.91984832749595,-1.94681690211683,4,0.0282428279634868,0.747126436781609,1.5490918193962
"YPR089W","YPR089W","YPR089W","YPR089W YPR089W SGDID:S000006293, Chr XVI from 713275-715941, Genome Release 64-2-1, Uncharacterized ORF, Protein of unknown function; exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p",0.20131,0.11098,2.2465,0.19401,0.11793,0.17257,0.23096,0.22321,1.81393043791674,11.5793000360806,0.683374862374688,1.0347206666368,0.859119131281645,3.53347614052913,-0.549250915007774,0.0492413500927556,-2.31250925550404,1.16767906186135,-3.08399732529156,-2.11428508220083,-3.17162838678568,-2.36579707866778,-2.53474641028379,-2.16352643229359,0.973146426723939,-2.55892457700771,-1.58577815028377,4,0.359156108700546,0.747509578544061,0.444716742477579
"YCR017C","YCR017C","YCR017C","YCR017C CWH43 SGDID:S000000610, Chr III from 147634-144773, Genome Release 64-2-1, reverse complement, Verified ORF, Putative sensor/transporter protein involved in cell wall biogenesis; contains 14-16 transmembrane segments and several putative glycosyla",0.36246,0.09308,0.57461,0.34985,0.2337,0.1203,0.6457,0.53811,3.8940696175333,1.64244676289838,1.9426433915212,1.19994053260486,1.96127867655237,0.715846608814133,0.958021091606749,0.262962909632185,-1.4641063024791,-0.799344994420561,-2.09727036076662,-0.6310640678021,-3.42538497903146,-1.51519160323469,-3.05529145237337,-0.894026977434285,0.974527321651358,-2.22247375301845,-1.2479464313671,4,0.0729165405882373,0.747892720306513,1.13717394395395
"YJL183W","YJL183W","YJL183W","YJL183W MNN11 SGDID:S000003719, Chr X from 84068-85336, Genome Release 64-2-1, Verified ORF, Subunit of a Golgi mannosyltransferase complex; this complex also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan b",0.12751,0.050765,0.13436,0.068478,0.12549,0.076681,0.15657,0.084452,2.51176992022062,1.96209001431117,1.63652012884548,1.85395254108843,1.32870431846561,0.972391229233722,0.710631347330404,0.890604313212246,-2.97131769968813,-2.89582439420231,-2.99435569107162,-2.67512028709514,-4.30002201815374,-3.86821562343604,-3.70498703840202,-3.56572460030738,0.975582802060497,-3.8597373200748,-2.8841545180143,4,0.00487908933561684,0.748275862068966,2.31166122992827
"YMR278W","YMR278W","YMR278W","YMR278W PRM15 SGDID:S000004891, Chr XIII from 822763-824631, Genome Release 64-2-1, Verified ORF, Phosphoribomutase; catalyzes interconversion of ribose-1-phosphate and ribose-5-phosphate; has some phosphoglucomutase activity but primary activity in vivo ",0.31392,0.162,0.42095,0.13434,0.29184,0.1565,0.36473,0.27503,1.93777777777778,3.13346732172101,1.86479233226837,1.32614623859215,0.954403133559889,1.6477599476381,0.899014977457399,0.407239875042243,-1.67153114821757,-1.24827921322495,-1.77675046027207,-1.45509922487828,-2.62593428177746,-2.89603916086306,-2.67576543772947,-1.86233909992052,0.977104483424409,-2.51501949507263,-1.53791501164822,4,0.0313662582194212,0.748659003831418,1.5035372865806
"YJR076C","YJR076C","YJR076C","YJR076C CDC11 SGDID:S000003837, Chr X from 576601-575354, Genome Release 64-2-1, reverse complement, Verified ORF, Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers",0.15664,0.092995,0.1476,0.067898,0.15966,0.070107,0.1847,0.10201,1.68439163395882,2.17384900880733,2.27737601095468,1.81060680325458,0.752227615055584,1.12025173714081,1.18737251033902,0.856473280366211,-2.67447542483312,-2.76023537348905,-2.64692517869344,-2.43674422856701,-3.4267030398887,-3.88048711062986,-3.83429768903245,-3.29321750893322,0.979081285725405,-3.60867633712106,-2.62959505139565,4,0.00254001044789131,0.74904214559387,2.59516449698155
"YHR083W","YHR083W","YHR083W","YHR083W SAM35 SGDID:S000001125, Chr VIII from 272627-273616, Genome Release 64-2-1, Verified ORF, Component of the sorting and assembly machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds pre",0.26774,0.069855,NA,0.14058,0.28544,0.12006,0.42604,0.50594,3.83279650705032,NA,2.37747792770282,0.84207613551014,1.93839740380954,NA,1.24943194729341,-0.24797741580328,-1.90109540308579,NA,-1.80874057451651,-1.23093920647259,-3.83949280689533,-2.83053673485252,-3.05817252180991,-0.98296179066931,0.97995064509989,-2.67779096355677,-1.64692506135829,3,0.268228639046207,0.749425287356322,0.571494853942609
"YHR012W","YHR012W","YHR012W","YHR012W VPS29 SGDID:S000001054, Chr VIII from 129481-129528,129648-130448, Genome Release 64-2-1, Verified ORF, Subunit of the membrane-associated retromer complex; endosomal protein; essential for endosome-to-Golgi retrograde transport; forms a subcomple",0.14607,0.087593,0.17681,0.083664,0.15672,0.067368,0.21009,0.11373,1.66759900905323,2.11333428953911,2.326327039544,1.84726984964389,0.737772419958383,1.07952099240994,1.21805392792127,0.885394630969155,-2.77526818844653,-2.49972822206739,-2.67373879216922,-2.25092060157586,-3.51304060840491,-3.57924921447733,-3.89179272009049,-3.13631523254501,0.980185492814686,-3.53009944387944,-2.54991395106475,4,0.00265759766240135,0.749808429118774,2.57551076689398
